KEY1;PAT_Seq_ID;Country;CROP_SEASON;SEASON_NO;OLD_PAT_ID;TRIAL_NAME;TRIAL_TYPE;TRIAL_INSTANCE;NOTES_4_EXCLUDE;Trial_Operator;Org_Partner;Org_Partner_Type;Org_Partner_Country;Org_Partner_Status;LOCATION_NAME;MACRO_REGION;LOCATION_ID;SITE_NAME;Org_Abbrev_3_letters;REP_NO;BLOCK_NO;PLOT_NO;ENTRY_NO;Crop_Variety;Commercial1_Commercial2;Control;PAT_GID;PL_EMERG_COUNT;PL_EMERG_PCT;FLW_DATE;FLW_DAYS;FLW_CL;Leaf_shape_R1;PUB_CL;MAT_DATE;MAT_DAYS;PL_Lodging;Podding_MAT;Pod_Shattering;R8_PL_Height;NET_PLOT_AREA;NET_PLOT_YLD;WGT_100_SEEDS;MOIST_PCT;GRAIN_YLD_13PCT;AGRONOMICS;R6_BB_Sev;R6_BP_Sev;R6_BS_Sev;R6_BTS_Sev;R6_CLB_Sev;R6_DM_Sev;R6_MLS_Sev;R6_FELS_Sev;R6_RLB_Sev;R6_RUST_Sev;R6_RUST_RRT;R6_Others_Sev;PROTEIN;OIL;Hilum;PLANT_DATE;HARV_DATE;SITE_LAT;SITE_LONG;SITE_ALT;IRRIGATION;TRIAL_STATUS;Org_Source;Org_Source_Type;Org_Source_Country;Org_Acronym
S21_2_ZW_CBI2Gwebi_CBI1SC SERENADE1;2083374556;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;1;10;1;SC SERENADE;;Yes;71;126;42;02/10/2022;56;White;;;05/01/2022;136;3;0;1;90;3,6;1952;25;9;5683,98;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI10S1240/6/2881;-41616471;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;11;10;S1240/6/288;;No;209;152;51;2/22/2022;68;White;;;05/08/2022;143;2;0;1;82;3,6;1859;25;9;5413,18;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI121075/6/21;-1613857444;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;12;12;1075/6/2;;No;293;167;56;02/06/2022;52;White;;;4/23/2022;128;1;0;1;62;3,6;1596;15;10;4565,82;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Unknown;Unknown;Unknown;Unknown
S21_2_ZW_CBI2Gwebi_CBI24TGx 2020-1GZ1;-1088213999;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;13;24;TGx 2020-1GZ;;No;258;165;55;2/24/2022;70;Purple;;;4/28/2022;133;4;0;1;92;3,6;1314;20;10;3792,64;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI4S1150/5/221;-1038231305;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;14;4;S1150/5/22;;No;92;163;54;02/12/2022;58;Purple;;;05/02/2022;137;1;0;1;77;3,6;1917;20;9;5600,43;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI6S1195/6/1051;-783213927;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;15;6;S1195/6/105;;No;173;121;40;2/14/2022;60;Purple;;;05/06/2022;141;1;0;1;67;3,6;1783;20;9;5180,49;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI29TGx 2089-3FZ1;947520962;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;16;29;TGx 2089-3FZ;;No;290;150;50;2/21/2022;67;White;;;05/02/2022;137;4;0;1;98;3,6;1233;15;9;3582,47;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI16Opal1;295364704;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;17;16;Opal;;No;235;107;36;02/08/2022;54;Purple;;;4/28/2022;133;1;0;1;63;3,6;2259;20;9;6570,72;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Klein Karoo Seed Marketing Zimbabwe (K2 Seed);Private;Zimbabwe;Klein Karoo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI17SBV150431;-380251724;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;18;17;SBV15043;;No;236;112;37;02/12/2022;58;Purple;;;4/13/2022;118;1;0;1;50;3,6;2064;15;8;6056,25;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Klein Karoo Seed Marketing Zimbabwe (K2 Seed);Private;Zimbabwe;Klein Karoo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI11SI273/6/651;2042217105;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;19;11;SI273/6/65;;No;292;170;57;02/12/2022;58;Purple;;;05/01/2022;136;1;0;1;93;3,6;1622;20;9;4717,89;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI20Bimha1;-1153174120;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;2;20;20;Bimha;;Yes;136;142;47;2/22/2022;68;White;;;4/25/2022;130;1;0;1;62;3,6;1454;15;10;4187,45;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Agricultural Research Council (ARC);Public;South Africa;ARC (South Africa)
S21_2_ZW_CBI2Gwebi_CBI30TGx 2089-8FZ1;414884412;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;21;30;TGx 2089-8FZ;;No;291;103;34;02/06/2022;52;White;;;05/03/2022;138;5;0;1;100;3,6;1067;15;9;3106,97;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI18CBI1055/6/61;311961386;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;22;18;CBI1055/6/6;;No;206;53;18;2/17/2022;63;Purple;;;4/15/2022;120;1;0;1;50;3,6;1165;20;9;3392,34;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Crop Breeding Institute (CBI);Public;Zimbabwe;CBI (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI14SBV150621;-532781647;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;23;14;SBV15062;;No;237;92;31;2/16/2022;62;Purple;;;05/04/2022;139;1;0;1;70;3,6;1728;20;9;5004,14;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Klein Karoo Seed Marketing Zimbabwe (K2 Seed);Private;Zimbabwe;Klein Karoo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI15Lundi1;187258464;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;24;15;Lundi;;No;234;99;33;02/10/2022;56;Purple;;;05/07/2022;142;1;0;1;87;3,6;1710;15;9;4968,39;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Klein Karoo Seed Marketing Zimbabwe (K2 Seed);Private;Zimbabwe;Klein Karoo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI2SC SPIKE1;-1857241903;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;25;2;SC SPIKE;;Yes;104;121;40;02/10/2022;56;Purple;;;05/07/2022;142;2;0;1;103;3,6;1571;20;9;4554,5;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI8S1239/6/1351;-1284963391;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;26;8;S1239/6/135;;No;253;83;28;02/08/2022;54;Purple;;;05/03/2022;138;4;0;1;87;3,6;2180;15;10;6292,21;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI22TGx 2014-16FM1;-625313640;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;27;22;TGx 2014-16FM;;No;131;115;38;02/08/2022;54;White;;;4/29/2022;134;4;0;1;80;3,6;1622;15;10;4681,63;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI23TGx 2000-126GZ1;1039969642;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;28;23;TGx 2000-126GZ;;No;256;150;50;02/12/2022;58;Purple;;;04/08/2022;113;5;0;1;72;3,6;1522;15;9;4417,3;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI13Pan 18671;1678304105;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;29;13;Pan 1867;;No;238;54;18;02/12/2022;58;Purple;;;05/02/2022;137;1;0;1;65;3,6;1282;20;8;3749,4;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;CORTEVA/Pannar;Private;Zambia;CORTEVA/Pannar (Zambia)
S21_2_ZW_CBI2Gwebi_CBI19Mwenezi1;-959211495;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;1;3;30;19;Mwenezi;;Yes;171;140;47;02/12/2022;58;Purple;;;05/01/2022;136;1;0;1;65;3,6;1676;20;9;4864,25;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Klein Karoo Seed Marketing Zimbabwe (K2 Seed);Private;Zimbabwe;Klein Karoo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI5S1180/5/542;2029184102;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;31;5;S1180/5/54;;No;124;172;57;2/16/2022;62;Purple;;;05/07/2022;142;2;0;1;72;3,6;2063;20;8;6033,55;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI21Mhembwe2;1046081985;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;32;21;Mhembwe;;Yes;142;151;50;02/06/2022;52;Mixed;;;4/28/2022;133;1;0;1;68;3,6;1765;15;9;5111,29;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Crop Breeding Institute (CBI);Public;Zimbabwe;CBI (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI23TGx 2000-126GZ2;892773894;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;33;23;TGx 2000-126GZ;;No;256;154;51;02/10/2022;56;Purple;;;04/08/2022;113;5;0;1;63;3,6;1598;15;9;4663,38;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI19Mwenezi2;2101528370;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;34;19;Mwenezi;;Yes;171;162;54;02/12/2022;58;Mixed;;;4/27/2022;132;1;0;1;80;3,6;409;15;9;1190,96;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Klein Karoo Seed Marketing Zimbabwe (K2 Seed);Private;Zimbabwe;Klein Karoo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI9S1219/6/1162;793837855;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;35;9;S1219/6/116;;No;208;67;22;2/21/2022;67;Purple;;;05/07/2022;142;2;0;1;62;3,6;1549;25;9;4515,44;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI6S1195/6/1052;-1581530074;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;36;6;S1195/6/105;;No;173;146;49;2/14/2022;60;Purple;;;05/07/2022;142;1;0;1;68;3,6;1805;15;10;5204,07;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI11SI273/6/652;767242943;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;37;11;SI273/6/65;;No;292;144;48;02/12/2022;58;Purple;;;05/04/2022;139;1;0;1;85;3,6;1900;15;9;5496,17;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI10S1240/6/2882;-1859280046;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;38;10;S1240/6/288;;No;209;103;34;2/22/2022;68;White;;;05/10/2022;145;1;0;1;77;3,6;1514;15;10;4374,74;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI8S1239/6/1352;-1442187666;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;39;8;S1239/6/135;;No;253;94;31;02/12/2022;58;Purple;;;05/03/2022;138;2;0;1;100;3,6;1736;15;9;5071,65;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI14SBV150622;115170800;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;1;40;14;SBV15062;;No;237;149;50;2/14/2022;60;Purple;;;05/01/2022;136;1;0;1;72;3,6;1468;15;10;4209,02;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Klein Karoo Seed Marketing Zimbabwe (K2 Seed);Private;Zimbabwe;Klein Karoo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI18CBI1055/6/62;-395562101;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;2;41;18;CBI1055/6/6;;No;206;54;18;02/06/2022;52;Mixed;;;4/25/2022;130;2;0;1;52;3,6;1221;30;9;3563,2;YES;3;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;Crop Breeding Institute (CBI);Public;Zimbabwe;CBI (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI25TGx 2033-103GZ2;-1462295753;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;2;42;25;TGx 2033-103GZ;;No;286;198;66;2/25/2022;71;Purple;;;05/07/2022;142;5;0;1;95;3,6;1227;15;9;3565,04;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI24TGx 2020-1GZ2;972289322;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;2;43;24;TGx 2020-1GZ;;No;258;130;43;2/25/2022;71;Purple;;;4/29/2022;134;5;0;1;97;3,6;1177;15;8;3446,07;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI3S1079/6/72;412665451;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;2;44;3;S1079/6/7;;No;67;84;28;02/12/2022;58;Purple;;;05/06/2022;141;2;0;1;85;3,6;1563;15;9;4561,25;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S21_2_ZW_CBI2Gwebi_CBI30TGx 2089-8FZ2;2108823250;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;2;45;30;TGx 2089-8FZ;;No;291;94;31;2/22/2022;68;White;;;05/08/2022;143;5;0;1;97;3,6;1189;15;9;3462,22;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S21_2_ZW_CBI2Gwebi_CBI13Pan 18672;290308693;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;2;46;13;Pan 1867;;No;238;61;20;02/10/2022;56;Purple;;;4/29/2022;134;2;0;1;87;3,6;1618;15;9;4726,92;YES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;CORTEVA/Pannar;Private;Zambia;CORTEVA/Pannar (Zambia)
S21_2_ZW_CBI2Gwebi_CBI26TGx 2033-25GZ2;-1526648555;Zimbabwe;2021;2;;S21_2_ZW_CBI2;On Station;PAVT_2;;Ronica Mukaro;Crop Breeding Institute (CBI);Public;Zimbabwe;Active;Gwebi_CBI;ME1;;Gwebi Variety Testing Center;CBI;2;2;47;26;TGx 2033-25GZ;;No;287;154;51;02/12/2022;58;Purple;;;05/04/2022;139;5;0;1;105;3,6;1382;20;9;4010,98;YES;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;12/16/2021;5/16/2022;-17,48;30,32;1438;Rainfed + Supplementary;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
